Image ID,Caption,Question,Prompt,Generated Answer
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000403078.jpg', 'a man carrying a surfboard']. Answer in a single word the question: 'Who does the equipment belong too?'\n Answer:  man\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000315601.jpg', 'a busy street filled with cars and motorcycles']. Answer in a single word the question: 'How many people are on bikes?'\n Answer: 3\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000335827.jpg', 'a church with a clock on the tower']. Answer in a single word the question: 'Is this a church?'\n Answer:  Yes.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000414711.jpg', 'a clock tower']. Answer in a single word the question: 'What is the shape of the clock?'\n Answer:  clock\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000244159.jpg', 'a living room with a couch, coffee table, and television']. Answer in a single word the question: 'Is this television set in a modern design?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000497158.jpg', 'a street with a traffic light and a car']. Answer in a single word the question: 'Is it daylight out?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000207803.jpg', 'a body of water']. Answer in a single word the question: 'What is in the picture foreground?'\n Answer:  water\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000156935.jpg', 'a man in a yellow and blue costume']. Answer in a single word the question: 'Has the man been playing baseball?'\n Answer:  Yes""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000307523.jpg', 'a man is doing a trick on a skateboard']. Answer in a single word the question: 'What brand of shoes is the man on the right wearing?'\n Answer:  Nike\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000023034.jpg', 'a man wearing a blue shirt']. Answer in a single word the question: 'How many shirts is the man wearing?'\n Answer: 1\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000334530.jpg', 'a man riding a wave on a surfboard']. Answer in a single word the question: 'What is this guy touching?'\n Answer: 'surf""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000310618.jpg', 'a cow and a cow']. Answer in a single word the question: 'Is this a camel?'\n Answer:  No""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000180447.jpg', 'a zebra eating grass']. Answer in a single word the question: 'Is this an adult zebra?'\n Answer:  Yes.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000180653.jpg', 'two people on skis']. Answer in a single word the question: 'How many people are snowboarding?'\n Answer: 2\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000551861.jpg', 'a bird perched on a branch']. Answer in a single word the question: 'Are the birds flying?'\n Answer:  No.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000021671.jpg', 'a pink fire hydrant']. Answer in a single word the question: 'Is the hydrant being used?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000272635.jpg', 'a bird flying over a beach']. Answer in a single word the question: 'Does this bird have a wide wingspan?'\n Answer:  Yes""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000393720.jpg', 'a man doing a trick on a skateboard']. Answer in a single word the question: 'What trick is this skateboarder performing?'\n Answer:  trick""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000449675.jpg', 'a plate with a sandwich and a salad on it']. Answer in a single word the question: 'Where are the napkins?'\n Answer:  'table'""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000443197.jpg', 'a cat laying on a bed']. Answer in a single word the question: 'Is the cat on the pillow?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000553320.jpg', 'a garden with a table and chairs under a tree']. Answer in a single word the question: 'What is the object on the left?'\n Answer:  table\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000363461.jpg', 'a desk with a laptop and a monitor']. Answer in a single word the question: 'What direction is the chair facing?'\n Answer:  'left'""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000433182.jpg', 'a train is pulling passengers']. Answer in a single word the question: 'Is this a busy train station?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000179142.jpg', 'a plane flying in the sky']. Answer in a single word the question: 'How many planes?'\n Answer: 1\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000522478.jpg', 'a bird is perched on a tree branch']. Answer in a single word the question: 'What is in the sky?'\n Answer:  sky\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000411941.jpg', 'a kitchen with a sink and a microwave']. Answer in a single word the question: 'Does the trash can open automatically?'\n Answer:  No.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000201186.jpg', 'a woman sitting on a bed with a glass of wine']. Answer in a single word the question: 'What color sweater is the woman wearing?'\n Answer:  red.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000127496.jpg', 'a bathroom with a toilet and a sink']. Answer in a single word the question: 'What color is the toilet?'\n Answer:  blue\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000222054.jpg', 'a bus on the road']. Answer in a single word the question: 'What is the painting all over the truck?'\n Answer:  'bus'""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000001342.jpg', 'a book opened to show a picture of a plane']. Answer in a single word the question: 'Would Homer Simpson like this?'\n Answer: ���""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000456690.jpg', 'a rainbow in the sky']. Answer in a single word the question: 'Are these animal in the wild?'\n Answer:  No.""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000159831.jpg', 'a white plate']. Answer in a single word the question: 'What kind of cheese is on the sandwich?'\n Answer:  'tur""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000123480.jpg', 'a man is brushing his teeth in a mirror']. Answer in a single word the question: 'What color is the man's shirt?'\n Answer:  blue\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000532552.jpg', 'a baseball player holding a bat']. Answer in a single word the question: 'Is the man's team winning?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000159030.jpg', 'a living room with a stone fireplace and a couch']. Answer in a single word the question: 'Is the fireplace gas?'\n Answer:  No\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000223314.jpg', 'the grass is yellow']. Answer in a single word the question: 'Where are the cows standing?'\n Answer:  'grass""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000251888.jpg', 'a boat in the water']. Answer in a single word the question: 'Is the boat passing under a bridge?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000265464.jpg', 'a group of surfers']. Answer in a single word the question: 'Are there high tides?'\n Answer:  No\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000512139.jpg', 'a woman holding a tennis racket on a tennis court']. Answer in a single word the question: 'Is the woman in action?'\n Answer:  Yes.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000392632.jpg', 'a baseball player holding a bat on a field']. Answer in a single word the question: 'What number is on the batters jersey?'\n Answer: 39\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000224622.jpg', 'a clock tower']. Answer in a single word the question: 'What time is on the clock?'\n Answer: 12:""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000357941.jpg', 'a cat sitting on top of a television']. Answer in a single word the question: 'Where is the phone?'\n Answer:  TV\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000564404.jpg', 'a man with purple hair and a tie']. Answer in a single word the question: 'Is this man's shadow visible?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000188465.jpg', 'a baseball game']. Answer in a single word the question: 'What colors are in the uniforms?'\n Answer:  blue\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000408439.jpg', 'a boat is on the water near a mountain']. Answer in a single word the question: 'Is there a train in this scene?'\n Answer:  No.""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000480470.jpg', 'a woman flying a kite on a beach']. Answer in a single word the question: 'How many kites do you  see?'\n Answer: 1 ""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000206512.jpg', 'a man playing tennis on a tennis court']. Answer in a single word the question: 'Where is the tennis player?'\n Answer:  court.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000035897.jpg', 'a street with cars and a mountain in the background']. Answer in a single word the question: 'Is this an American city?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000079878.jpg', 'a toilet with toilet paper all over it']. Answer in a single word the question: 'What is the purpose of the device on the floor?'\n Answer:  'toile""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000402778.jpg', 'a dog running with a frurd frur']. Answer in a single word the question: 'What game is being played with the dog?'\n Answer:  'frurd""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000531299.jpg', 'a man riding a skateboard down a road']. Answer in a single word the question: 'Where was this picture taken?'\n Answer:  road""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000100661.jpg', 'a group of zebras']. Answer in a single word the question: 'Are the zebra on a mountain?'\n Answer:  No.""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000153574.jpg', 'a living room with a fireplace and a tv']. Answer in a single word the question: 'Is the tv on?'\n Answer:  Yes\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000572555.jpg', 'a train on the tracks']. Answer in a single word the question: 'Is this train carrying people or freight?'\n Answer:  Freight""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000235239.jpg', 'a group of zebras']. Answer in a single word the question: 'What colors is this zebra?'\n Answer:  Black\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000452558.jpg', 'a pizza oven with pizzas in it']. Answer in a single word the question: 'What material is the rolling pin made of?'\n Answer:  wood\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000163412.jpg', 'a group of people riding bikes']. Answer in a single word the question: 'Is the scene crowded or vacant?'\n Answer:  Crowded""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000270593.jpg', 'the elephants are walking']. Answer in a single word the question: 'Who is the person that generally takes care of this type of animal?'\n Answer:  zookeeper\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000476313.jpg', 'a bathroom with a sink and mirror']. Answer in a single word the question: 'What kind of room is this?'\n Answer:  bathroom""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000193380.jpg', 'a marina with boats docked in the water']. Answer in a single word the question: 'Is the bicycle handle threw the fence?'\n Answer:  No.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000060364.jpg', 'a bathroom with a toilet and a shower curtain']. Answer in a single word the question: 'Is the shower curtain shut?'\n Answer:  Yes.""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000445008.jpg', 'a group of people walking down a street']. Answer in a single word the question: 'How many umbrellas are open?'\n Answer: 2\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000260199.jpg', 'a red double decker bus']. Answer in a single word the question: 'How many levels does this bus have?'\n Answer: 2\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000568687.jpg', 'a dark sky']. Answer in a single word the question: 'How many cars are facing away from the camera?'\n Answer: 3\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000459449.jpg', 'a table with a bunch of teddy bears and a basket of cheese']. Answer in a single word the question: 'What animal is in the picture?'\n Answer:  bear\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000343603.jpg', 'a refrigerator with the door open']. Answer in a single word the question: 'Is the light on in the refrigerator?'\n Answer:  Yes.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000018491.jpg', 'a baseball player is sliding into home plate']. Answer in a single word the question: 'What is the theme of the field?'\n Answer:  base""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000531909.jpg', 'a woman holding an umbrella']. Answer in a single word the question: 'Why are they carrying an umbrella?'\n Answer:  Rain""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000023247.jpg', 'a woman looking into a refrigerator door']. Answer in a single word the question: 'What color is the egg carton?'\n Answer:  White\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000346013.jpg', 'a vase of flowers on a table']. Answer in a single word the question: 'Does the vase have stripes?'\n Answer:  No.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000579081.jpg', 'two people riding a ski lift in the snow']. Answer in a single word the question: 'What color is this photo in?'\n Answer:  White.\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000326938.jpg', 'a man cooking food']. Answer in a single word the question: 'Is the man cooking hot dogs?'\n Answer:  Yes""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000212688.jpg', 'a polar bear in a pool']. Answer in a single word the question: 'What is the bear doing?'\n Answer:  pool\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000191533.jpg', 'a large tree in the field']. Answer in a single word the question: 'How many farmers are in the field with the livestock?'\n Answer: 2\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000528069.jpg', 'the view from the airplane']. Answer in a single word the question: 'Where are the mountains?'\n Answer:  Mountains\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000044467.jpg', 'a teddy bear on the ground']. Answer in a single word the question: 'What kind of stuff animal is this?'\n Answer:  bear\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000189842.jpg', 'a desk with a computer and a chair']. Answer in a single word the question: 'Is the television on or off?'\n Answer:  off\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000226154.jpg', 'a green bus on the road']. Answer in a single word the question: 'Which route is the red bus running?'\n Answer:  road\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000514797.jpg', 'a man flying a kite']. Answer in a single word the question: 'What color is the lighthouse?'\n Answer:  blue\n\n""}"
"{'generated_text': ""Based on the image caption (generated by BLIP model): ['../data/validation/images/COCO_val2014_000000150943.jpg', 'a person on a snowboard']. Answer in a single word the question: 'What kind of clouds are shown?'\n Answer:  Snow\n\n""}"
